id,abstract,apc_list.value,apc_paid.value,authorships.author.display_name,authorships.author.id,authorships.author.orcid,authorships.countries,authorships.institutions.display_name,authorships.institutions.id,authorships.is_corresponding,best_oa_location.license,citation_normalized_percentile.value,cited_by_count,corresponding_institution_ids,display_name,doi,funders.display_name,fwci,ids.pmid,is_retracted,language,open_access.is_oa,open_access.oa_status,primary_location.source.display_name,primary_location.source.host_organization,primary_location.source.host_organization_name,primary_location.source.id,primary_location.source.issn_l,primary_location.source.type,primary_topic.display_name,publication_date,publication_year,type
https://openalex.org/W2110710386,"Design research (DR) positions information technology artifacts at the core of the Information Systems\ndiscipline. However, dominant DR thinking takes a technological view of the IT artifact, paying scant attention\nto its shaping by the organizational context. Consequently, existing DR methods focus on building the artifact\nand relegate evaluation to a subsequent and separate phase. They value technological rigor at the cost of\norganizational relevance, and fail to recognize that the artifact emerges from interaction with the\norganizational context even when its initial design is guided by the researchers’ intent. We propose action design research (ADR) as a new DR method to address this problem. ADR reflects the premise that IT artifacts are ensembles shaped by the organizational context during development and use. The\nmethod conceptualizes the research process as containing the inseparable and inherently interwoven activities\nof building the IT artifact, intervening in the organization, and evaluating it concurrently. The essay describes\nthe stages of ADR and associated principles that encapsulate its underlying beliefs and values. We illustrate ADR through a case of competence management at Volvo IT.",,,Maung K. Sein|Ola Henfridsson|Sandeep Purao|Matti Rossi|Rikard Lindgren,https://openalex.org/A5063297398|https://openalex.org/A5049831156|https://openalex.org/A5037952807|https://openalex.org/A5054990285|https://openalex.org/A5109033830,|https://orcid.org/0000-0003-1605-5180|https://orcid.org/0000-0002-9101-1105|https://orcid.org/0000-0001-8913-3747|,NO|NO|US|FI|SE,University of Agder|University of Oslo|Pennsylvania State University|Aalto University|University of Gothenburg|University of Borås,https://openalex.org/I200650556|https://openalex.org/I184942183|https://openalex.org/I130769515|https://openalex.org/I9927081|https://openalex.org/I881427289|https://openalex.org/I992397,True|False|False|False|False,,0.99994269,1189,https://openalex.org/I200650556,Action design research,https://doi.org/10.5555/2017483.2017487,,312.1558,,False,en,True,green,Borås Academic Digital Archive (University of Borås),https://openalex.org/I992397,University of Borås,https://openalex.org/S4306401430,,repository,Information Systems Theories and Implementation,2011-03-01,2011,article
https://openalex.org/W2601853749,,,,Fredrik Svahn|Lars Mathiassen|Rikard Lindgren,https://openalex.org/A5027251111|https://openalex.org/A5041554519|https://openalex.org/A5109033830,https://orcid.org/0000-0003-1045-0315||,SE||SE,Swedish Institute||University of Borås,https://openalex.org/I2800780207||https://openalex.org/I992397,True|False|False,,0.99939634,825,https://openalex.org/I2800780207,Embracing Digital Innovation in Incumbent Firms: How Volvo Cars Managed Competing Concerns1,https://doi.org/10.25300/misq/2017/41.1.12,,72.5798,,False,en,False,closed,MIS Quarterly,https://openalex.org/P4327875293,MIS Quarterly,https://openalex.org/S57293258,0276-7783,journal,Digital Platforms and Economics,2017-03-01,2017,article
https://openalex.org/W2029751781,"Abstract. Despite the growing prominence of canonical action research (CAR) in the information systems discipline, a paucity of methodological guidance continues to hamper those conducting and evaluating such studies. This article elicits a set of five principles and associated criteria to help assure both the rigor and the relevance of CAR in information systems. The first principle relates to the development of an agreement that facilitates collaboration between the action researcher and the client. The second principle is based upon a cyclical process model for action research that consists of five stages: diagnosis, planning, intervention, evaluation and reflection. Additional principles highlight the critical roles of theory, change through action, and the specification of learning in terms of implications for both research and practice. The five principles are illustrated through the analysis of one recently published CAR study.",4640,,Robert M. Davison|Maris G. Martinsons|Ned Kock,https://openalex.org/A5006120288|https://openalex.org/A5052462983|https://openalex.org/A5038013745,https://orcid.org/0000-0002-7243-3521|https://orcid.org/0000-0001-9112-2676|https://orcid.org/0000-0002-5791-5434,HK|HK|US,City University of Hong Kong|City University of Hong Kong|Texas A&M International University,https://openalex.org/I168719708|https://openalex.org/I168719708|https://openalex.org/I131740757,True|False|False,,0.99940289,816,https://openalex.org/I168719708,Principles of canonical action research,https://doi.org/10.1111/j.1365-2575.2004.00162.x,,87.0562,,False,en,True,bronze,Information Systems Journal,https://openalex.org/P4310320595,Wiley,https://openalex.org/S92260147,1350-1917,journal,Information Systems Theories and Implementation,2004-01-01,2004,article
https://openalex.org/W2111645774,"Qualitative research is often associated with interpretivism, but alternatives do exist. Besides critical research and sometimes positivism, qualitative research in information systems can be performed following a paradigm of pragmatism. This paradigm is associated with action, intervention and constructive knowledge. This paper has picked out interpretivism and pragmatism as two possible and important research paradigms for qualitative research in information systems. It clarifies each paradigm in an ideal-typical fashion and then conducts a comparison revealing commonalities and differences. It is stated that a qualitative researcher must either adopt an interpretive stance aiming towards an understanding that is appreciated for being interesting; or a pragmatist stance aiming for constructive knowledge that is appreciated for being useful in action. The possibilities of combining pragmatism and interpretivism in qualitative research in information systems are analysed. A research case (conducted through action research (AR) and design research (DR)) that combines interpretivism and pragmatism is used as an illustration. It is stated in the paper that pragmatism has influenced IS research to a fairly large extent, albeit in a rather implicit way. The paradigmatic foundations are seldom known and explicated. This paper contributes to a further clarification of pragmatism as an explicit research paradigm for qualitative research in information systems. Pragmatism is considered an appropriate paradigm for AR and DR.",,,Göran Goldkuhl,https://openalex.org/A5005569661,https://orcid.org/0000-0003-2235-1103,SE,Stockholm University|Linköping University,https://openalex.org/I161593684|https://openalex.org/I102134673,True,other-oa,0.99703428,492,https://openalex.org/I102134673|https://openalex.org/I161593684,Pragmatism<i>vs</i>interpretivism in qualitative information systems research,https://doi.org/10.1057/ejis.2011.54,,37.6906,,False,en,True,green,European Journal of Information Systems,https://openalex.org/P4310319703,Palgrave Macmillan,https://openalex.org/S116712389,0960-085X,journal,Information Systems Theories and Implementation,2011-12-20,2011,article
https://openalex.org/W2122686617,,,,Lindgren|Ola Henfridsson|Ulrike Schultze,https://openalex.org/A5017798770|https://openalex.org/A5049831156|,|https://orcid.org/0000-0003-1605-5180|,SE|SE|US,Lindholmen Science Park|Lindholmen Science Park|Southern Methodist University,https://openalex.org/I2799819292|https://openalex.org/I2799819292|https://openalex.org/I178169726,True|False|False,,0.99832911,384,https://openalex.org/I2799819292,Design Principles for Competence Management Systems: A Synthesis of an Action Research Study1,https://doi.org/10.2307/25148646,,51.0643,,False,en,False,closed,MIS Quarterly,https://openalex.org/P4327875293,MIS Quarterly,https://openalex.org/S57293258,0276-7783,journal,Information Systems Theories and Implementation,2004-09-01,2004,article
https://openalex.org/W2123827258,,,,Robert E. Cole|Sandeep Purao|Matti Rossi|Maung K. Sein,https://openalex.org/A5056637831|https://openalex.org/A5037952807|https://openalex.org/A5054990285|https://openalex.org/A5063297398,https://orcid.org/0009-0007-6510-204X|https://orcid.org/0000-0002-9101-1105|https://orcid.org/0000-0001-8913-3747|,|||,,,True|False|False|False,,0.99382119,291,,BEING PROACTIVE: WHERE ACTION RESEARCH MEETS DESIGN RESEARCH,,,26.1675,,False,en,False,closed,Journal of the Association for Information Systems,https://openalex.org/P4310321080,Association for Information Systems,https://openalex.org/S30879505,1536-9323,journal,Information Systems Theories and Implementation,2005-01-01,2005,article
https://openalex.org/W2106291083,,,,Jakob Iversen|Lars Mathiassen|Peter Axel Nielsen,https://openalex.org/A5004324538|https://openalex.org/A5041554519|https://openalex.org/A5069120157,https://orcid.org/0009-0008-4667-1682||https://orcid.org/0000-0002-0282-7445,LV|US|DK,College of Business Administration|Georgia State University|Aalborg University,https://openalex.org/I931278978|https://openalex.org/I181565077|https://openalex.org/I891191580,True|False|False,,0.99386755,225,https://openalex.org/I931278978,Managing risk in software process improvement: an action research approach,,,26.6607,,False,en,False,closed,Journal of the Association for Information Systems,https://openalex.org/P4310321080,Association for Information Systems,https://openalex.org/S30879505,1536-9323,journal,Software Engineering Techniques and Practices,2004-09-01,2004,article
https://openalex.org/W2100396700,"Building on neo-institutional theory and theories of innovation and diffusion, recent work in the field of management has suggested that management research and practice is characterized by fashions. A management fashion is a relatively transitory belief that a certain management technique leads rational management progress. Using bibliographic research, we apply Abrahamsonâs management fashion theory to information systems research and practice. Our findings reveal that information systems research and practice, like management research and practice, is indeed characterized by fashions. These âIS fashion wavesâ are relatively transitory and represent a burst of interest in particular topics by IS researchers and practitioners. However, while our findings show that IS research closely parallels practice, we suggest that a more proactive engagement of IS academics is needed in the IS fashion-setting process.",,,Richard Baskerville|Michael Myers,https://openalex.org/A5004474203|https://openalex.org/A5026709421,https://orcid.org/0000-0003-2860-5215|https://orcid.org/0000-0001-8525-6395,US|NZ,Georgia State University|University of Auckland,https://openalex.org/I181565077|https://openalex.org/I154130895,True|False,cc-by-nc-nd,0.99924657,208,https://openalex.org/I181565077,Fashion waves in information systems research and practice,https://doi.org/10.5555/2017434.2017436,,75.0729,,False,en,True,green,Journal of the Association for Information Systems,https://openalex.org/P4310321080,Association for Information Systems,https://openalex.org/S30879505,1536-9323,journal,Information Systems Theories and Implementation,2009-12-01,2009,article
https://openalex.org/W3009022437,"Over the last few years, the European Journal of Information Systems (EJIS) has gone through substantial changes (Agerfalk, 2018). What, then, could be more appropriate than to set 2020 off on the ...",,,Pär J. Ågerfalk,https://openalex.org/A5020397787,https://orcid.org/0000-0002-3241-342X,SE,Uppsala University,https://openalex.org/I123387679,True,,0.99693136,201,https://openalex.org/I123387679,Artificial intelligence as digital agency,https://doi.org/10.1080/0960085x.2020.1721947,,36.0656,,False,en,True,bronze,European Journal of Information Systems,https://openalex.org/P4310319703,Palgrave Macmillan,https://openalex.org/S116712389,0960-085X,journal,Information Systems Theories and Implementation,2020-01-02,2020,article
https://openalex.org/W2155454128,"Queensland Health, a large Australian government agency, implemented a centralised IT service management model based on the ITIL framework. This paper presents an in-depth case study of the implementation. It sheds light on the challenges and breakthroughs, confirms a set of factors that contributed to the project’s success and offers a learning opportunity for other organisations. The study indicates that the commitment of senior management is crucial to the project’s success as is a project champion and the recognition of the need for an appropriate change management strategy to transform the organisational culture to a service-oriented focus. Maintaining close and forthright relationships with multiple vendors facilitates technology transfer to in-house staff while a benefits realisation plan is a valuable tool for tracking and communicating tangible and intangible project benefits to the project stakeholders. An effective project governance and execution process further contributes to the implementation success.",,,Wui‐Gee Tan|Aileen Cater‐Steel|Mark Toleman,https://openalex.org/A5100801339|https://openalex.org/A5058026964|https://openalex.org/A5079163120,|https://orcid.org/0000-0003-2478-3129|https://orcid.org/0000-0002-0535-8103,AU|AU|AU,University of Southern Queensland|University of Southern Queensland|University of Southern Queensland,https://openalex.org/I185523456|https://openalex.org/I185523456|https://openalex.org/I185523456,True|False|False,cc-by,0.99486945,154,https://openalex.org/I185523456,Implementing it Service Management: A Case Study Focussing on Critical Success Factors,https://doi.org/10.1080/08874417.2009.11645379,Australian Government,19.1169,,False,en,True,hybrid,Journal of Computer Information Systems,https://openalex.org/P4310320547,Taylor & Francis,https://openalex.org/S83133229,0887-4417,journal,Information Technology Governance and Strategy,2009-12-01,2009,article
https://openalex.org/W2002678421,,3350,,Fredrik Karlsson|Pär J. Ågerfalk,https://openalex.org/A5109295104|https://openalex.org/A5020397787,https://orcid.org/0000-0002-3265-7627|https://orcid.org/0000-0002-3241-342X,SE|IE|SE,Örebro University|University of Limerick|Örebro University,https://openalex.org/I26437253|https://openalex.org/I230495080|https://openalex.org/I26437253,True|False,,0.99418832,150,https://openalex.org/I26437253,Method configuration: adapting to situational characteristics while creating reusable assets,https://doi.org/10.1016/j.infsof.2003.12.004,,27.4689,,False,en,False,closed,Information and Software Technology,https://openalex.org/P4310320990,Elsevier BV,https://openalex.org/S205010575,0950-5849,journal,Software Engineering Techniques and Practices,2004-01-27,2004,article
